nan,1
China,2
Korea,3
India,4
Peru,5
Hong Kong,6
USA,7
EEC,8
Phillipines,9
Portugal,10
El Salvador,11
Vietnam,12
Morocco,13
Mauritus,14
Tunisia,15
Madagascar,16
Philippines,17
Turkey,18
Bangladesh,19
